STATEFIPS,STATE,zipcode,agi_stub,N02650,A02650
54,WV,26040,4,80,6552
54,WV,26040,5,40,4469
54,WV,26040,6,0,0
54,WV,26041,1,3200,40010
54,WV,26041,2,1660,60000
54,WV,26041,3,980,60463
54,WV,26041,4,680,59386
54,WV,26041,5,560,71670
54,WV,26041,6,80,33840
54,WV,26047,1,1080,13352
54,WV,26047,2,700,25338
54,WV,26047,3,400,25136
54,WV,26047,4,320,27288
54,WV,26047,5,260,38088
54,WV,26047,6,0,0
54,WV,26050,1,340,4461
54,WV,26050,2,190,6562
54,WV,26050,3,100,5950
54,WV,26050,4,50,5105
54,WV,26050,5,0,0
54,WV,26050,6,0,0
54,WV,26055,1,250,3356
54,WV,26055,2,180,6513
54,WV,26055,3,120,7298
54,WV,26055,4,90,7718
54,WV,26055,5,100,12772
54,WV,26055,6,30,9764
54,WV,26059,1,580,7125
54,WV,26059,2,330,12037
54,WV,26059,3,230,14526
54,WV,26059,4,130,11736
54,WV,26059,5,170,22341
54,WV,26059,6,60,16370
54,WV,26060,1,300,3910
54,WV,26060,2,210,7763
54,WV,26060,3,130,7849
54,WV,26060,4,90,7993
54,WV,26060,5,110,13535
54,WV,26060,6,30,8450
54,WV,26062,1,4500,54879
54,WV,26062,2,2620,95932
54,WV,26062,3,1510,93503
54,WV,26062,4,950,82479
54,WV,26062,5,820,105682
54,WV,26062,6,140,64043
54,WV,26070,1,1650,20486
54,WV,26070,2,950,34384
54,WV,26070,3,610,37621
54,WV,26070,4,380,33081
54,WV,26070,5,310,39728
54,WV,26070,6,50,13523
54,WV,26074,1,70,677
54,WV,26074,2,30,946
54,WV,26074,3,20,1318
54,WV,26074,4,20,2388
54,WV,26074,5,0,0
54,WV,26074,6,0,0
54,WV,26101,1,6480,80288
54,WV,26101,2,2910,105512
54,WV,26101,3,1440,89161
54,WV,26101,4,770,66693
54,WV,26101,5,650,84447
54,WV,26101,6,120,41350
54,WV,26104,1,3260,40644
54,WV,26104,2,1780,64891
54,WV,26104,3,1070,66229
54,WV,26104,4,640,55360
54,WV,26104,5,700,91206
54,WV,26104,6,120,51813
54,WV,26105,1,2350,28598
54,WV,26105,2,1410,51732
54,WV,26105,3,840,52488
54,WV,26105,4,530,45714
54,WV,26105,5,560,76519
54,WV,26105,6,240,124683
54,WV,26133,1,250,3101
54,WV,26133,2,160,5780
54,WV,26133,3,110,6582
54,WV,26133,4,60,5180
54,WV,26133,5,60,8254
54,WV,26133,6,0,0
54,WV,26134,1,190,2366
54,WV,26134,2,80,2904
54,WV,26134,3,50,3134
54,WV,26134,4,40,3083
54,WV,26134,5,50,6051
54,WV,26134,6,0,0
54,WV,26136,1,100,1180
54,WV,26136,2,60,2385
54,WV,26136,3,40,2327
54,WV,26136,4,30,2601
54,WV,26136,5,0,0
54,WV,26136,6,0,0
54,WV,26137,1,120,1535
54,WV,26137,2,90,3174
54,WV,26137,3,60,4214
54,WV,26137,4,0,0
54,WV,26137,5,20,2653
54,WV,26137,6,0,0
54,WV,26141,1,80,1035
54,WV,26141,2,40,1356
54,WV,26141,3,40,3122
54,WV,26141,4,0,0
54,WV,26141,5,0,0
54,WV,26141,6,0,0
54,WV,26142,1,500,6702
54,WV,26142,2,280,10183
54,WV,26142,3,190,11505
54,WV,26142,4,90,7605
54,WV,26142,5,90,13516
54,WV,26142,6,0,0
54,WV,26143,1,760,9295
54,WV,26143,2,460,17000
54,WV,26143,3,270,16597
54,WV,26143,4,150,13094
54,WV,26143,5,110,16605
54,WV,26143,6,0,0
54,WV,26146,1,170,2137
54,WV,26146,2,120,4256
54,WV,26146,3,90,5275
54,WV,26146,4,50,3874
54,WV,26146,5,70,11757
54,WV,26146,6,0,0
54,WV,26147,1,350,4630
54,WV,26147,2,180,6366
54,WV,26147,3,110,6693
54,WV,26147,4,60,5251
54,WV,26147,5,60,8495
54,WV,26147,6,0,0
54,WV,26149,1,400,5501
54,WV,26149,2,260,9151
54,WV,26149,3,150,9421
54,WV,26149,4,100,8961
54,WV,26149,5,110,13361
54,WV,26149,6,20,6366
54,WV,26150,1,1100,14107
54,WV,26150,2,660,24097
54,WV,26150,3,400,25033
54,WV,26150,4,310,27319
54,WV,26150,5,310,39923
54,WV,26150,6,40,16872
54,WV,26151,1,70,910
54,WV,26151,2,60,2530
54,WV,26151,3,0,0
54,WV,26151,4,40,3800
54,WV,26151,5,0,0
54,WV,26151,6,0,0
54,WV,26155,1,1640,20051
54,WV,26155,2,840,30753
54,WV,26155,3,510,31623
54,WV,26155,4,400,35191
54,WV,26155,5,380,49024
54,WV,26155,6,90,34690
54,WV,26159,1,540,6784
54,WV,26159,2,280,10209
54,WV,26159,3,190,11816
54,WV,26159,4,90,8128
54,WV,26159,5,90,12246
54,WV,26159,6,0,0
54,WV,26160,1,160,2137
54,WV,26160,2,100,3673
54,WV,26160,3,60,3534
54,WV,26160,4,30,2378
54,WV,26160,5,20,2646
54,WV,26160,6,0,0
54,WV,26161,1,70,874
54,WV,26161,2,60,2242
54,WV,26161,3,20,1401
54,WV,26161,4,20,2145
54,WV,26161,5,0,0
54,WV,26161,6,0,0
54,WV,26164,1,1520,18363
54,WV,26164,2,800,29353
54,WV,26164,3,460,28146
54,WV,26164,4,260,22746
54,WV,26164,5,250,31841
54,WV,26164,6,30,10916
54,WV,26167,1,140,1829
54,WV,26167,2,80,2779
54,WV,26167,3,60,3678
54,WV,26167,4,50,4371
54,WV,26167,5,40,5217
54,WV,26167,6,0,0
54,WV,26169,1,150,1993
54,WV,26169,2,90,3032
54,WV,26169,3,50,2948
54,WV,26169,4,40,3548
54,WV,26169,5,20,2848
54,WV,26169,6,0,0
54,WV,26170,1,1000,12640
54,WV,26170,2,600,22023
54,WV,26170,3,400,25007
54,WV,26170,4,260,22836
54,WV,26170,5,250,31445
54,WV,26170,6,30,12756
54,WV,26175,1,570,7159
54,WV,26175,2,300,10904
54,WV,26175,3,190,11808
54,WV,26175,4,140,11683
54,WV,26175,5,140,18343
54,WV,26175,6,20,7125
54,WV,26178,1,100,1132
54,WV,26178,2,60,2188
54,WV,26178,3,40,2621
54,WV,26178,4,40,4176
54,WV,26178,5,0,0
54,WV,26178,6,0,0
54,WV,26180,1,410,5317
54,WV,26180,2,230,8203
54,WV,26180,3,170,10349
54,WV,26180,4,90,8099
54,WV,26180,5,50,7890
54,WV,26180,6,0,0
54,WV,26181,1,950,11518
54,WV,26181,2,650,24138
54,WV,26181,3,480,30278
54,WV,26181,4,360,31375
54,WV,26181,5,370,47236
54,WV,26181,6,50,13546
54,WV,26184,1,410,5408
54,WV,26184,2,250,8863
54,WV,26184,3,170,10686
54,WV,26184,4,100,9079
54,WV,26184,5,90,13594
54,WV,26184,6,0,0
54,WV,26187,1,1010,12190
54,WV,26187,2,630,23417
54,WV,26187,3,440,27570
54,WV,26187,4,330,29082
54,WV,26187,5,380,48591
54,WV,26187,6,80,39869
54,WV,26201,1,3380,41317
54,WV,26201,2,1860,67898
54,WV,26201,3,1210,75401
54,WV,26201,4,740,64743
54,WV,26201,5,650,86018
54,WV,26201,6,110,41920
54,WV,26202,1,100,1205
54,WV,26202,2,70,2388
54,WV,26202,3,40,2510
54,WV,26202,4,40,3840
54,WV,26202,5,0,0
54,WV,26202,6,0,0
54,WV,26205,1,640,7783
54,WV,26205,2,360,13122
54,WV,26205,3,200,12443
54,WV,26205,4,100,8106
54,WV,26205,5,90,13095
54,WV,26205,6,0,0
54,WV,26206,1,440,5609
54,WV,26206,2,200,6973
54,WV,26206,3,140,8853
54,WV,26206,4,80,6656
54,WV,26206,5,60,7808
54,WV,26206,6,0,0
54,WV,26208,1,150,1841
54,WV,26208,2,70,2465
54,WV,26208,3,30,2168
54,WV,26208,4,40,4065
54,WV,26208,5,0,0
54,WV,26208,6,0,0
54,WV,26217,1,80,1059
54,WV,26217,2,30,961
54,WV,26217,3,30,2619
54,WV,26217,4,0,0
54,WV,26217,5,0,0
54,WV,26217,6,0,0
54,WV,26218,1,440,5697
54,WV,26218,2,240,8681
54,WV,26218,3,160,10231
54,WV,26218,4,90,8105
54,WV,26218,5,70,9635
54,WV,26218,6,0,0
54,WV,26222,1,90,1095
54,WV,26222,2,50,2000
54,WV,26222,3,20,1364
54,WV,26222,4,30,2607
54,WV,26222,5,0,0
54,WV,26222,6,0,0
54,WV,26234,1,200,2535
54,WV,26234,2,120,4531
54,WV,26234,3,60,3509
54,WV,26234,4,30,2448
54,WV,26234,5,20,2965
54,WV,26234,6,0,0
54,WV,26237,1,100,1218
54,WV,26237,2,60,2325
54,WV,26237,3,40,2579
54,WV,26237,4,40,3688
54,WV,26237,5,0,0
54,WV,26237,6,0,0
54,WV,26238,1,150,1872
54,WV,26238,2,100,3448
54,WV,26238,3,50,3333
54,WV,26238,4,30,2421
54,WV,26238,5,30,4337
54,WV,26238,6,0,0
54,WV,26241,1,3060,37043
54,WV,26241,2,1560,56684
54,WV,26241,3,850,52173
54,WV,26241,4,500,43385
54,WV,26241,5,480,63720
54,WV,26241,6,90,33309
54,WV,26250,1,1010,12756
54,WV,26250,2,540,19603
54,WV,26250,3,290,17975
54,WV,26250,4,160,13351
54,WV,26250,5,120,19259
54,WV,26250,6,0,0
54,WV,26253,1,660,8464
54,WV,26253,2,410,14894
54,WV,26253,3,200,12246
54,WV,26253,4,110,9136
54,WV,26253,5,80,12062
54,WV,26253,6,0,0
54,WV,26254,1,70,879
54,WV,26254,2,40,1270
54,WV,26254,3,40,3393
54,WV,26254,4,0,0
54,WV,26254,5,0,0
54,WV,26254,6,0,0
54,WV,26257,1,170,2147
54,WV,26257,2,90,3217
54,WV,26257,3,70,4392
54,WV,26257,4,40,3070
54,WV,26257,5,30,5242
54,WV,26257,6,0,0
54,WV,26260,1,290,3725
54,WV,26260,2,140,5062
54,WV,26260,3,70,4660
54,WV,26260,4,60,5086
54,WV,26260,5,70,11986
54,WV,26260,6,0,0
54,WV,26261,1,450,5572
54,WV,26261,2,240,8594
54,WV,26261,3,100,6160
54,WV,26261,4,40,3638
54,WV,26261,5,40,5448
54,WV,26261,6,0,0
54,WV,26263,1,90,1161
54,WV,26263,2,50,1758
54,WV,26263,3,30,1602
54,WV,26263,4,20,2245
54,WV,26263,5,0,0
54,WV,26263,6,0,0
54,WV,26264,1,130,1539
54,WV,26264,2,80,2931
54,WV,26264,3,40,2860
54,WV,26264,4,0,0
54,WV,26264,5,0,0
54,WV,26264,6,0,0
54,WV,26266,1,70,909
54,WV,26266,2,40,1978
54,WV,26266,3,0,0
54,WV,26266,4,30,2431
54,WV,26266,5,0,0
54,WV,26266,6,0,0
54,WV,26267,1,70,892
54,WV,26267,2,50,2036
54,WV,26267,3,40,3128
54,WV,26267,4,0,0
54,WV,26267,5,20,3738
54,WV,26267,6,0,0
54,WV,26269,1,230,2872
54,WV,26269,2,90,3543
54,WV,26269,3,60,3847
54,WV,26269,4,40,3800
54,WV,26269,5,30,3918
54,WV,26269,6,0,0
54,WV,26270,1,160,1864
54,WV,26270,2,80,2946
54,WV,26270,3,50,3120
54,WV,26270,4,50,4914
54,WV,26270,5,0,0
54,WV,26270,6,0,0
54,WV,26271,1,60,795
54,WV,26271,2,30,1183
54,WV,26271,3,20,1340
54,WV,26271,4,20,2421
54,WV,26271,5,0,0
54,WV,26271,6,0,0
54,WV,26273,1,150,1803
54,WV,26273,2,80,2868
54,WV,26273,3,60,3579
54,WV,26273,4,30,2163
54,WV,26273,5,20,3277
54,WV,26273,6,0,0
54,WV,26276,1,80,1009
54,WV,26276,2,40,1609
54,WV,26276,3,30,2125
54,WV,26276,4,30,2813
54,WV,26276,5,0,0
54,WV,26276,6,0,0
54,WV,26278,1,100,1156
54,WV,26278,2,70,2477
54,WV,26278,3,50,2900
54,WV,26278,4,30,2709
54,WV,26278,5,0,0
54,WV,26278,6,0,0
54,WV,26280,1,370,4691
54,WV,26280,2,200,7167
54,WV,26280,3,110,6734
54,WV,26280,4,60,4983
54,WV,26280,5,30,4053
54,WV,26280,6,0,0
54,WV,26283,1,360,4282
54,WV,26283,2,170,6099
54,WV,26283,3,90,5558
54,WV,26283,4,60,5171
54,WV,26283,5,50,7523
54,WV,26283,6,0,0
54,WV,26285,1,70,834
54,WV,26285,2,40,1406
54,WV,26285,3,30,2224
54,WV,26285,4,0,0
54,WV,26285,5,0,0
54,WV,26285,6,0,0
54,WV,26287,1,620,7721
54,WV,26287,2,370,13420
54,WV,26287,3,220,13437
54,WV,26287,4,120,10573
54,WV,26287,5,80,11795
54,WV,26287,6,0,0
54,WV,26288,1,650,7842
54,WV,26288,2,330,11879
54,WV,26288,3,130,7760
54,WV,26288,4,90,7669
54,WV,26288,5,50,8395
54,WV,26288,6,0,0
54,WV,26291,1,70,943
54,WV,26291,2,60,2391
54,WV,26291,3,0,0
54,WV,26291,4,30,2929
54,WV,26291,5,0,0
54,WV,26291,6,0,0
54,WV,26292,1,190,2355
54,WV,26292,2,90,3349
54,WV,26292,3,40,2596
54,WV,26292,4,40,3966
54,WV,26292,5,0,0
54,WV,26292,6,0,0
54,WV,26293,1,150,1974
54,WV,26293,2,60,2395
54,WV,26293,3,60,3408
54,WV,26293,4,20,1966
54,WV,26293,5,20,2583
54,WV,26293,6,0,0
54,WV,26294,1,140,1754
54,WV,26294,2,90,3183
54,WV,26294,3,50,2934
54,WV,26294,4,20,2288
54,WV,26294,5,0,0
54,WV,26294,6,0,0
54,WV,26301,1,6050,74304
54,WV,26301,2,3100,113371
54,WV,26301,3,1710,105719
54,WV,26301,4,1030,90057
54,WV,26301,5,910,118211
54,WV,26301,6,170,69420
54,WV,26320,1,130,1659
54,WV,26320,2,70,2728
54,WV,26320,3,50,3031
54,WV,26320,4,30,2739
54,WV,26320,5,40,9574
54,WV,26320,6,0,0
54,WV,26321,1,60,831
54,WV,26321,2,60,2542
54,WV,26321,3,0,0
54,WV,26321,4,30,2873
54,WV,26321,5,0,0
54,WV,26321,6,0,0
54,WV,26330,1,2410,26835
54,WV,26330,2,1320,49545
54,WV,26330,3,1040,65668
54,WV,26330,4,890,78042
54,WV,26330,5,1350,183763
54,WV,26330,6,460,215987
54,WV,26335,1,240,3112
54,WV,26335,2,130,4532
54,WV,26335,3,80,5245
54,WV,26335,4,40,3250
54,WV,26335,5,30,3834
54,WV,26335,6,0,0
54,WV,26337,1,190,2427
54,WV,26337,2,150,5498
54,WV,26337,3,90,5273
54,WV,26337,4,30,2755
54,WV,26337,5,30,3620
54,WV,26337,6,0,0
54,WV,26338,1,120,1460
54,WV,26338,2,70,2612
54,WV,26338,3,40,2412
54,WV,26338,4,20,1945
54,WV,26338,5,30,3993
54,WV,26338,6,0,0
54,WV,26342,1,80,1101
54,WV,26342,2,50,1873
54,WV,26342,3,30,1822
54,WV,26342,4,40,4066
54,WV,26342,5,0,0
54,WV,26342,6,0,0
54,WV,26343,1,90,1020
54,WV,26343,2,60,2168
54,WV,26343,3,20,1489
54,WV,26343,4,20,2192
54,WV,26343,5,0,0
54,WV,26343,6,0,0
54,WV,26346,1,170,2118
54,WV,26346,2,120,4269
54,WV,26346,3,50,2906
54,WV,26346,4,50,3992
54,WV,26346,5,40,7308
54,WV,26346,6,0,0
54,WV,26347,1,370,4515
54,WV,26347,2,190,6977
54,WV,26347,3,130,7942
54,WV,26347,4,80,6889
54,WV,26347,5,120,18382
54,WV,26347,6,0,0
54,WV,26348,1,50,597
54,WV,26348,2,30,1070
54,WV,26348,3,30,2338
54,WV,26348,4,0,0
54,WV,26348,5,0,0
54,WV,26348,6,0,0
54,WV,26351,1,570,6494
54,WV,26351,2,280,10413
54,WV,26351,3,190,11972
54,WV,26351,4,90,7444
54,WV,26351,5,100,16806
54,WV,26351,6,0,0
54,WV,26354,1,2090,25605
54,WV,26354,2,1050,38763
54,WV,26354,3,640,39763
54,WV,26354,4,440,38507
54,WV,26354,5,360,46056
54,WV,26354,6,40,13707
54,WV,26362,1,550,6534
54,WV,26362,2,350,12505
54,WV,26362,3,210,13190
54,WV,26362,4,100,8607
54,WV,26362,5,120,19361
54,WV,26362,6,0,0
54,WV,26372,1,140,1709
54,WV,26372,2,70,2621
54,WV,26372,3,40,2776
54,WV,26372,4,40,3174
54,WV,26372,5,50,8372
54,WV,26372,6,0,0
54,WV,26374,1,250,3315
54,WV,26374,2,160,5857
54,WV,26374,3,120,7460
54,WV,26374,4,60,5027
54,WV,26374,5,70,11787
54,WV,26374,6,0,0
54,WV,26376,1,80,932
54,WV,26376,2,50,1911
54,WV,26376,3,40,2767
54,WV,26376,4,0,0
54,WV,26376,5,0,0
54,WV,26376,6,0,0
54,WV,26377,1,100,1330
54,WV,26377,2,70,2433
54,WV,26377,3,40,2436
54,WV,26377,4,30,2478
54,WV,26377,5,30,3155
54,WV,26377,6,0,0
54,WV,26378,1,760,9477
54,WV,26378,2,440,16395
54,WV,26378,3,310,19402
54,WV,26378,4,230,20228
54,WV,26378,5,220,28767
54,WV,26378,6,30,8561
54,WV,26384,1,100,1269
54,WV,26384,2,50,1654
54,WV,26384,3,20,1293
54,WV,26384,4,20,2035
54,WV,26384,5,0,0
54,WV,26384,6,0,0
54,WV,26385,1,610,7373
54,WV,26385,2,390,14344
54,WV,26385,3,280,17600
54,WV,26385,4,190,15925
54,WV,26385,5,170,21651
54,WV,26385,6,20,7063
54,WV,26386,1,400,5165
54,WV,26386,2,240,8735
54,WV,26386,3,140,9118
54,WV,26386,4,100,9019
54,WV,26386,5,140,20279
54,WV,26386,6,0,0
54,WV,26404,1,90,1063
54,WV,26404,2,60,2632
54,WV,26404,3,0,0
54,WV,26404,4,30,3197
54,WV,26404,5,0,0
54,WV,26404,6,0,0
54,WV,26405,1,190,2365
54,WV,26405,2,140,5131
54,WV,26405,3,90,5803
54,WV,26405,4,60,4669
54,WV,26405,5,40,5656
54,WV,26405,6,0,0
54,WV,26408,1,490,5887
54,WV,26408,2,270,10147
54,WV,26408,3,220,13731
54,WV,26408,4,150,12877
54,WV,26408,5,160,20585
54,WV,26408,6,30,10511
54,WV,26410,1,180,2395
54,WV,26410,2,120,4188
54,WV,26410,3,70,4285
54,WV,26410,4,40,3275
54,WV,26410,5,20,2382
54,WV,26410,6,0,0
54,WV,26411,1,100,1309
54,WV,26411,2,60,2396
54,WV,26411,3,40,2583
54,WV,26411,4,30,2405
54,WV,26411,5,30,5478
54,WV,26411,6,0,0
54,WV,26412,1,100,1308
54,WV,26412,2,50,1711
54,WV,26412,3,30,1834
54,WV,26412,4,20,2511
54,WV,26412,5,0,0
54,WV,26412,6,0,0
54,WV,26415,1,590,6858
54,WV,26415,2,340,12305
54,WV,26415,3,220,13496
54,WV,26415,4,110,9678
54,WV,26415,5,100,13264
54,WV,26415,6,20,7615
54,WV,26416,1,1270,15771
54,WV,26416,2,690,25705
54,WV,26416,3,420,26309
54,WV,26416,4,250,21371
54,WV,26416,5,210,29933
54,WV,26416,6,0,0
54,WV,26419,1,180,2252
54,WV,26419,2,110,3725
54,WV,26419,3,80,4992
54,WV,26419,4,50,4280
54,WV,26419,5,50,7018
54,WV,26419,6,0,0
54,WV,26421,1,60,652
54,WV,26421,2,30,1145
54,WV,26421,3,20,1361
54,WV,26421,4,20,2655
54,WV,26421,5,0,0
54,WV,26421,6,0,0
54,WV,26425,1,210,2781
54,WV,26425,2,120,4426
54,WV,26425,3,60,3514
54,WV,26425,4,40,3599
54,WV,26425,5,30,3885
54,WV,26425,6,0,0
54,WV,26426,1,1130,13687
54,WV,26426,2,710,25951
54,WV,26426,3,450,28303
54,WV,26426,4,260,22873
54,WV,26426,5,270,35623
54,WV,26426,6,50,19599
54,WV,26430,1,90,1095
54,WV,26430,2,50,1814
54,WV,26430,3,40,2182
54,WV,26430,4,20,2503
54,WV,26430,5,0,0
54,WV,26430,6,0,0
54,WV,26431,1,1180,14981
54,WV,26431,2,580,21070
54,WV,26431,3,390,23904
54,WV,26431,4,270,23383
54,WV,26431,5,220,28501
54,WV,26431,6,30,8837
54,WV,26437,1,90,1038
54,WV,26437,2,40,1577
54,WV,26437,3,30,1971
54,WV,26437,4,30,3094
54,WV,26437,5,0,0
54,WV,26437,6,0,0
54,WV,26440,1,210,2767
54,WV,26440,2,100,3760
54,WV,26440,3,80,4611
54,WV,26440,4,50,4539
54,WV,26440,5,50,7997
54,WV,26440,6,0,0
54,WV,26444,1,590,7523
54,WV,26444,2,330,12376
54,WV,26444,3,190,11867
54,WV,26444,4,130,10836
54,WV,26444,5,80,10450
54,WV,26444,6,0,0
54,WV,26447,1,230,2800
54,WV,26447,2,100,3890
54,WV,26447,3,60,3956
54,WV,26447,4,40,3678
54,WV,26447,5,40,5074
54,WV,26447,6,0,0
54,WV,26448,1,200,2524
54,WV,26448,2,130,4630
54,WV,26448,3,80,4759
54,WV,26448,4,50,4299
54,WV,26448,5,40,4853
54,WV,26448,6,0,0
54,WV,26451,1,150,1878
54,WV,26451,2,100,3429
54,WV,26451,3,60,3824
54,WV,26451,4,40,2986
54,WV,26451,5,20,2810
54,WV,26451,6,0,0
54,WV,26452,1,2010,25148
54,WV,26452,2,1080,39397
54,WV,26452,3,650,40134
54,WV,26452,4,370,32293
54,WV,26452,5,350,45919
54,WV,26452,6,50,17780
54,WV,26456,1,600,7822
54,WV,26456,2,380,13696
54,WV,26456,3,220,13736
54,WV,26456,4,130,11380
54,WV,26456,5,140,21162
54,WV,26456,6,0,0
54,WV,26501,1,3640,45941
54,WV,26501,2,2000,73546
54,WV,26501,3,1170,72917
54,WV,26501,4,760,66462
54,WV,26501,5,910,121176
54,WV,26501,6,190,70237
54,WV,26505,1,5270,64617
54,WV,26505,2,2660,98489
54,WV,26505,3,1480,91534
54,WV,26505,4,860,75369
54,WV,26505,5,1230,165829
54,WV,26505,6,470,201328
54,WV,26508,1,5130,59955
54,WV,26508,2,2750,101522
54,WV,26508,3,1960,123397
54,WV,26508,4,1490,131545
54,WV,26508,5,2510,345231
54,WV,26508,6,900,357232
54,WV,26519,1,290,3257
54,WV,26519,2,170,6157
54,WV,26519,3,130,8064
54,WV,26519,4,60,5071
54,WV,26519,5,70,9458
54,WV,26519,6,0,0
54,WV,26521,1,90,1093
54,WV,26521,2,60,2386
54,WV,26521,3,40,2383
54,WV,26521,4,30,2651
54,WV,26521,5,40,7785
54,WV,26521,6,0,0
54,WV,26525,1,820,9689
54,WV,26525,2,510,18648
54,WV,26525,3,390,24306
54,WV,26525,4,270,23416
54,WV,26525,5,280,35903
54,WV,26525,6,40,19566
54,WV,26537,1,1070,13381
54,WV,26537,2,570,21207
54,WV,26537,3,370,22790
54,WV,26537,4,260,22830
54,WV,26537,5,220,28590
54,WV,26537,6,30,9681
54,WV,26541,1,520,6469
54,WV,26541,2,310,11278
54,WV,26541,3,220,13581
54,WV,26541,4,180,15413
54,WV,26541,5,150,19456
54,WV,26541,6,0,0
54,WV,26542,1,430,5315
54,WV,26542,2,300,10980
54,WV,26542,3,170,10537
54,WV,26542,4,90,7779
54,WV,26542,5,100,16876
54,WV,26542,6,0,0
54,WV,26547,1,480,6176
54,WV,26547,2,300,11320
54,WV,26547,3,210,12867
54,WV,26547,4,120,10772
54,WV,26547,5,110,14261
54,WV,26547,6,0,0
54,WV,26554,1,7600,91860
54,WV,26554,2,4060,148671
54,WV,26554,3,2630,164389
54,WV,26554,4,1880,163628
54,WV,26554,5,2020,264357
54,WV,26554,6,290,107324
54,WV,26562,1,100,1150
54,WV,26562,2,60,2163
54,WV,26562,3,50,2954
54,WV,26562,4,40,3186
54,WV,26562,5,30,3842
54,WV,26562,6,0,0
54,WV,26568,1,130,1661
54,WV,26568,2,70,2418
54,WV,26568,3,40,2117
54,WV,26568,4,40,4197
54,WV,26568,5,0,0
54,WV,26568,6,0,0
54,WV,26570,1,560,6972
54,WV,26570,2,330,11917
54,WV,26570,3,240,14662
54,WV,26570,4,170,14971
54,WV,26570,5,160,25030
54,WV,26570,6,0,0
54,WV,26571,1,370,4907
54,WV,26571,2,230,8283
54,WV,26571,3,120,7514
54,WV,26571,4,90,7741
54,WV,26571,5,100,13599
54,WV,26571,6,0,0
54,WV,26575,1,140,1781
54,WV,26575,2,80,2704
54,WV,26575,3,60,3571
54,WV,26575,4,40,3291
54,WV,26575,5,40,5184
54,WV,26575,6,0,0
54,WV,26581,1,170,2224
54,WV,26581,2,100,3458
54,WV,26581,3,70,4333
54,WV,26581,4,40,3473
54,WV,26581,5,30,4129
54,WV,26581,6,0,0
54,WV,26582,1,980,12546
54,WV,26582,2,450,16447
54,WV,26582,3,280,17138
54,WV,26582,4,220,19313
54,WV,26582,5,170,24551
54,WV,26582,6,0,0
54,WV,26585,1,70,805
54,WV,26585,2,50,1974
54,WV,26585,3,40,2578
54,WV,26585,4,30,3094
54,WV,26585,5,0,0
54,WV,26585,6,0,0
54,WV,26587,1,70,809
54,WV,26587,2,40,1402
54,WV,26587,3,40,2201
54,WV,26587,4,20,1976
54,WV,26587,5,0,0
54,WV,26587,6,0,0
54,WV,26588,1,600,7724
54,WV,26588,2,340,12432
54,WV,26588,3,190,11759
54,WV,26588,4,150,12667
54,WV,26588,5,130,17563
54,WV,26588,6,0,0
54,WV,26590,1,90,1133
54,WV,26590,2,60,2250
54,WV,26590,3,50,3102
54,WV,26590,4,40,3071
54,WV,26590,5,40,5340
54,WV,26590,6,0,0
54,WV,26591,1,280,3527
54,WV,26591,2,150,5578
54,WV,26591,3,110,6572
54,WV,26591,4,60,5220
54,WV,26591,5,60,9323
54,WV,26591,6,0,0
54,WV,26601,1,800,9815
54,WV,26601,2,390,14477
54,WV,26601,3,230,14481
54,WV,26601,4,130,11566
54,WV,26601,5,120,21279
54,WV,26601,6,0,0
54,WV,26610,1,170,2033
54,WV,26610,2,100,3465
54,WV,26610,3,60,3665
54,WV,26610,4,40,3092
54,WV,26610,5,30,3967
54,WV,26610,6,0,0
54,WV,26611,1,40,557
54,WV,26611,2,20,897
54,WV,26611,3,40,3268
54,WV,26611,4,0,0
54,WV,26611,5,0,0
54,WV,26611,6,0,0
54,WV,26619,1,110,1266
54,WV,26619,2,50,1608
54,WV,26619,3,30,1933
54,WV,26619,4,30,3122
54,WV,26619,5,0,0
54,WV,26619,6,0,0
54,WV,26621,1,150,1828
54,WV,26621,2,80,2740
54,WV,26621,3,50,3093
54,WV,26621,4,20,2135
54,WV,26621,5,30,5808
54,WV,26621,6,0,0
54,WV,26623,1,260,3145
54,WV,26623,2,130,4862
54,WV,26623,3,80,5036
54,WV,26623,4,40,3590
54,WV,26623,5,40,5926
54,WV,26623,6,0,0
54,WV,26624,1,510,6415
54,WV,26624,2,270,9819
54,WV,26624,3,160,9804
54,WV,26624,4,110,9169
54,WV,26624,5,90,15976
54,WV,26624,6,0,0
54,WV,26627,1,70,828
54,WV,26627,2,40,1545
54,WV,26627,3,30,1821
54,WV,26627,4,30,2616
54,WV,26627,5,0,0
54,WV,26627,6,0,0
54,WV,26629,1,100,1324
54,WV,26629,2,40,1515
54,WV,26629,3,50,3580
54,WV,26629,4,0,0
54,WV,26629,5,0,0
54,WV,26629,6,0,0
54,WV,26636,1,100,1151
54,WV,26636,2,60,2241
54,WV,26636,3,40,2957
54,WV,26636,4,0,0
54,WV,26636,5,0,0
54,WV,26636,6,0,0
54,WV,26651,1,1630,20283
54,WV,26651,2,820,30217
54,WV,26651,3,530,32449
54,WV,26651,4,320,28215
54,WV,26651,5,320,41402
54,WV,26651,6,80,36813
54,WV,26656,1,70,800
54,WV,26656,2,40,1300
54,WV,26656,3,30,1730
54,WV,26656,4,20,2465
54,WV,26656,5,0,0
54,WV,26656,6,0,0
54,WV,26660,1,50,539
54,WV,26660,2,50,2381
54,WV,26660,3,0,0
54,WV,26660,4,30,3372
54,WV,26660,5,0,0
54,WV,26660,6,0,0
54,WV,26662,1,160,1738
54,WV,26662,2,80,3176
